gfst_name,gfst_classes
farmingpopulation,"class farmingpopulation(GeneralSemanticType):
    def __init__(self):
        self.description = 'Farming Population'
        self.format = 'Farming Population should be formatted as integers'
        self.examples = [31756, 44646, 64231, 85165, 73117]

    def super_cast(self, val):
        return int(val)

    def validate(self, val):
        casted_val = self.super_cast(val)
        if isinstance(casted_val, int) and casted_val >= 0:
            return True
        else:
            return False"
miningpopulation,"class miningpopulation(GeneralSemanticType):
    def __init__(self):
        self.description: str = 'Mining Population'
        self.format: str = 'integer'
        self.examples: list = [1357, 2246, 58, 166, 235]

    def super_cast(self, val):
        if pd.isnull(val):
            return np.nan
        elif isinstance(val, str):
            if val.isnumeric():
                return int(val)
            else:
                raise ValueError('The value must be numeric')
        elif isinstance(val, (int, float)):
            return int(val)
        else:
            raise TypeError('Invalid type. The value must be either str, int or float')

    def validate(self, val):
        casted_val = self.super_cast(val)
        if isinstance(casted_val, int) and 0 <= casted_val <= float('inf'):
            return True
        else:
            return False"
industrialpopulation,"class industrialpopulation(GeneralSemanticType):
    def __init__(self):
        self.description = 'Industrial Population'
        self.format = 'Industrial Population should be formatted as integers'
        self.examples = [2793, 126336, 50109, 48588, 29263]

    def super_cast(self, val):
        return int(val)

    def validate(self, val):
        casted_val = self.super_cast(val)
        if isinstance(casted_val, int) and casted_val >= 0:
            return True
        else:
            return False"
industrialpopulationpercent,"class industrialpopulationpercent(GeneralSemanticType):
    def __init__(self):
        self.description = 'Industrial Population Percentage'
        self.format = 'Industrial Population Percentage should be formatted as floats'
        self.examples = [0.058185075621849, 0.2173477708847301, 0.2768193042642404, 0.2490887559403884, 0.1768114365815932]

    def super_cast(self, val):
        try:
            casted_val = float(val)
            if 0 <= casted_val <= 100:
                return casted_val
            else:
                raise ValueError()
        except ValueError:
            raise ValueError(""Invalid value. It should be a number between 0 and 100"")

    def validate(self, val):
        casted_val = self.super_cast(val)
        if np.isnan(casted_val):
            raise ValueError(""Invalid value. The value cannot be NaN"")
        elif 0 <= casted_val <= 100:
            return True
        else:
            return False"
farmingpopulationpercent,"class farmingpopulationpercent(GeneralSemanticType):

    def __init__(self):
        self.description = 'Farming Population Percentage'
        self.format = 'Farming Population Percentage should be formatted as floats'
        self.examples = [0.6615557685096455, 0.0768087368518843, 0.3548340763574691, 0.4366025335404459, 0.4417838843774168]

    def super_cast(self, val):
        try:
            return float(val)
        except ValueError:
            raise Exception(""Invalid input, unable to convert to float"")

    def validate(self, val):
        casted_val = self.super_cast(val)
        if not 0 <= casted_val <= 100:
            return False
        else:
            return True"
miningpopulationpercent,"class miningpopulationpercent(GeneralSemanticType):
    def __init__(self):
        self.description = 'Mining Population Percentage'
        self.format = 'The data is formatted as a float'
        self.examples = [0.0282696554310237, 0.0038640062484731, 0.0003204118950153, 0.0008510071105232, 0.0014199052590873]

    def super_cast(self, val):
        try:
            return float(val)
        except (ValueError, TypeError):
            return ""Invalid Value""

    def validate(self, val):
        casted_val = self.super_cast(val)
        if isinstance(casted_val, float) and 0 <= casted_val <= 100:
            return True
        else:
            return False"
schoolname,"class schoolname(GeneralSemanticType):
    def __init__(self):
        self.description = ""Name of a school""
        self.format = ""School names should be stored as capitalized strings""
        self.examples = ['Akron East CLC', 'Buchtel High School-Akron', 'Arcanum High School- Arcanum-Butler Local', 'Barberton City SD- New West Elementary School', 'Barberton East Elementary']

    def super_cast(self, val):
        return str(val).capitalize()

    def validate(self, val):
        casted_val = self.super_cast(val)
        if isinstance(casted_val, str) and casted_val.isalpha():
            return True
        else:
            return False"
schooladdress,"class schooladdress(GeneralSemanticType):
    def __init__(self):
        self.description = 'Address of a School'
        self.format = 'Address in uppercase'
        self.examples = ['PO BOX 129', '206 W 8TH ST', 'PO BOX 549', '7022 W 1300 N', 'PO BOX 250']

    def super_cast(self, val):
        return str(val).upper()

    def validate(self, val):
        casted_val = self.super_cast(val)
        if isinstance(casted_val, str) and casted_val.isupper():
            return True
        else:
            return False"
schoolcity,"class schoolcity(GeneralSemanticType):

    def __init__(self):
        self.description = 'City where the School is located'
        self.format = 'City names should be in uppercase'
        self.examples = ['MILWAUKEE', 'CINCINNATI', 'INDIANAPOLIS', 'COLUMBUS', 'WASHINGTON']

    def super_cast(self, val):
        return str(val).upper()

    def validate(self, val):
        casted_val = self.super_cast(val)
        if isinstance(casted_val, str) and casted_val.isupper():
            return True
        else:
            return False"
schoolenrollment,"class schoolenrollment(GeneralSemanticType):
    def __init__(self):
        self.description = ""School Enrollment""
        self.format = ""In integer format""
        self.examples = [1, 50, 100, 150, 200]

    def super_cast(self, val):
        try:
            # cast the value to integer
            return int(val)
        except ValueError:
            # if the value is not castable to integer, raise an exception
            raise Exception(f""Invalid value {val}. Expected an integer."")

    def validate(self, val):
        casted_val = self.super_cast(val)
        # check if the value is in the valid range
        if 1 <= casted_val <= float('inf'):
            return True
        else:
            return False
"
countryyear,"class countryyear(GeneralSemanticType):

    def __init__(self):
        self.description = 'Country and year combined'
        self.format = 'Country should be the country code and year should be a 4 digit number'
        self.examples = ['10_2002', '10_2003', '10_2004', '10_2005', '10_2006']

    def super_cast(self, val):
        if isinstance(val, str):
            (country, year) = val.split('_')
            try:
                country = str(pycountry.countries.get(alpha_2=country).name)
                year = int(year)
                return country + '_' + str(year)
            except:
                return False
        return False

    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val:
            (country, year) = casted_val.split('_')
            if len(year) == 4 and year.isdigit():
                try:
                    pycountry.countries.get(name=country)
                    return True
                except:
                    return False
        return False"
validvote,"class validvote(GeneralSemanticType):

    def __init__(self):
        self.description = 'Number of Valid Votes'
        self.format = 'Number of valid votes should be an integer'
        self.examples = [625881, 1795876, 2019, 85792, 129510]

    def super_cast(self, val):
        if pd.isna(val):
            return float('nan')
        else:
            return int(val)

    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val is float('nan'):
            return True
        elif isinstance(casted_val, int) and casted_val >= 0:
            return True
        else:
            return False"
partyvote,"class partyvote(GeneralSemanticType):

    def __init__(self):
        self.description = 'Number of Votes for a Party'
        self.format = 'Number of party votes should be an integer'
        self.examples = [48740, 168952, 0, 3585, 15313]

    def super_cast(self, val):
        if pd.isna(val):
            return float('nan')
        else:
            try:
                return int(val)
            except ValueError:
                return float('nan')

    def validate(self, val):
        casted_val = self.super_cast(val)
        if isinstance(casted_val, int) and casted_val >= 0:
            return True
        elif np.isnan(casted_val):
            return True
        else:
            return False"
validvotefirst,"class validvotefirst(GeneralSemanticType):
    def __init__(self):
        self.description = 'Number of Valid Votes at the First Count'
        self.format = 'Valid votes at the first count should be an integer'
        self.examples = [403342, 1046181, 2019, 78842, 109706]
        
    def super_cast(self, val):
        if isinstance(val, int):
            return val
        try:
            return int(val)
        except Exception:
            raise ValueError(""Invalid value for valid vote count"")
            
    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val >= 0:
            return True
        else:
            return False"
validvotelast,"class validvotelast(GeneralSemanticType):
    def __init__(self):
        self.description = 'Number of Valid Votes at the Last Count'
        self.format = 'Number of valid votes at the last count should be an integer'
        self.examples = [843380, 2258043, 3526, 131047, 166252]

    def super_cast(self, val):
        try:
            return int(val)
        except ValueError:
            return float('nan')

    def validate(self, val):
        casted_val = self.super_cast(val)
        if pd.isna(casted_val):
            return True
        elif isinstance(casted_val, int) and casted_val >= 0:
            return True
        else:
            return False"
timea,"class timea(GeneralSemanticType):

    def __init__(self):
        self.description = 'Time Measure A'
        self.format = 'Time measure should be an integer'
        self.examples = [10, 7, 0, 4, 10]

    def super_cast(self, val):
        return int(val)

    def validate(self, val):
        casted_val = self.super_cast(val)
        if not isinstance(casted_val, int) or casted_val < 0:
            return False
        else:
            return True"
timeb,"class timeb(GeneralSemanticType):
    def __init__(self):
        super().__init__()
        self.description = 'Time Measure B'
        self.format = 'Time measure should be an integer'
        self.examples = [9, 7, 0, 3, 9]

    def super_cast(self, val):
        if isinstance(val, (int, float, str)) and val.isdigit():
            return int(val)
        else:
            raise ValueError(""Unexpected value. Expected an integer."")

    def validate(self, val):
        casted_val = self.super_cast(val)
        if isinstance(casted_val, int) and 0 <= casted_val <= float('inf'):
            return True
        else:
            return False"
electionvotes,"class electionvotes(GeneralSemanticType):

    def __init__(self):
        self.description = 'Election Votes'
        self.format = 'Election votes should be formatted as a floating point number'
        self.examples = [366.91187, 411.96503, 311.08844, 109.79592, 332.58182]

    def super_cast(self, val):
        try:
            return float(val)
        except ValueError:
            return ""Invalid Input""

    def validate(self, val):
        casted_val = self.super_cast(val)
        if isinstance(casted_val, float) and casted_val >= 0:
            return True
        else:
            return False"
primarysupport,"class primarysupport(GeneralSemanticType):

    def __init__(self):
        self.description = 'Primary Support'
        self.format = 'Primary support should be formatted as a floating point number'
        self.examples = [-7.1, -0.925, 7.1, 22.9]

    def super_cast(self, val):
        try:
            return float(val)
        except ValueError:
            return None

    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val is None:
            return False
        elif -math.inf < casted_val < math.inf:
            return True
        else:
            return False"
adjustedvotes,"class adjustedvotes(GeneralSemanticType):

    def __init__(self):
        self.description = 'Adjusted Votes'
        self.format = 'Adjusted votes should be formatted as a floating point number'
        self.examples = [96.911865, 141.96503, 41.08844, -160.20407, 62.581818]

    def super_cast(self, val):
        try:
            return float(val)
        except ValueError:
            return 'NaN'

    def validate(self, val):
        casted_val = self.super_cast(val)
        if np.isnan(casted_val):
            return False
        else:
            return True"
funeralcost,"class funeralcost(GeneralSemanticType):
    def __init__(self):
        self.description = 'The cost of a funeral in a specific country'
        self.format = 'Cost should be formatted as a floating point number'
        self.examples = [3000.0, 3311.0, 2334.0, 5888.0, 10879.0]

    def super_cast(self, val):
        try:
            num = float(val)
            return round(num, 2)
        except ValueError:
            raise ValueError(f""Cannot cast {val} to float"")

    def validate(self, val):
        casted_val = self.super_cast(val)
        if 0 <= casted_val <= float('inf'):
            return True
        else:
            return False"
booleancategory,"class booleancategory(GeneralSemanticType):
    def __init__(self):
        self.description = ""A boolean category""
        self.format = ""In 0s and 1s as integers""
        self.examples = [0, 1, 0, 1, 0]

    def super_cast(self, val):
        if isinstance(val, int) and val in [0, 1]:
            return val
        else:
            return int(val)

    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val in [0, 1]:
            return True
        else:
            return False"
governmentreaction,"class governmentreaction(GeneralSemanticType):

    def __init__(self):
        self.description = 'The reaction of the government to funeral costs'
        self.format = 'Value should be an integer'
        self.examples = [0, 1, 2, 3]

    def super_cast(self, val):
        try:
            return int(val)
        except ValueError:
            raise Exception('Invalid government reaction value')

    def validate(self, val):
        casted_val = self.super_cast(val)
        if isinstance(casted_val, int) and casted_val in self.examples:
            return True
        else:
            return False"
superstitionscore,"class superstitionscore(GeneralSemanticType):
    def __init__(self):
        self.description = 'The superstition score of a country'
        self.format = 'Score should be a floating point number'
        self.examples = [7.57, 36.33, 49.74, 63.11, 95.0]

    def super_cast(self, val):
        num = float(val)
        return round(num, 2)

    def validate(self, val):
        casted_val = self.super_cast(val)
        if isinstance(casted_val, float) and 0 <= casted_val <= 100:
            return True
        else:
            return False"
gdpgrowthrate,"class gdpgrowthrate(GeneralSemanticType):
    def __init__(self):
        self.description = 'Gross Domestic Product Growth Rate'
        self.format = 'Formatted as a floating point number'
        self.examples = [7.23000001907349, 7.15999984741211, 7.5, 7.63000011444092, 7.0]

    def super_cast(self, val):
        try:
            return float(val)
        except ValueError:
            return float('nan')

    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val >= -float('inf') and casted_val <= float('inf'):
            return True
        else:
            return False"
scientistname,"class scientistname(GeneralSemanticType):

    def __init__(self):
        self.description: str = 'Name of a Scientist'
        self.format: str = 'The first letter of the first and last name should be capitalized, and the names should be separated by a comma'
        self.examples: list = [""Van'T Hoff, Jacobus Henricus"", 'Fischer, Hermann Emil', 'Arrhenius, Svante August', 'Ramsay, Sir William', 'Von Baeyer, Johann']

    def super_cast(self, val):
        return str(val).title()

    def validate(self, val):
        casted_val = self.super_cast(val)
        if re.match(r'^[A-Z][a-z]+,\s[A-Z][a-z]+$', casted_val):
            return True
        else:
            return False"
scientificfield,"class scientificfield(GeneralSemanticType):

    def __init__(self):
        self.description = 'Field of Scientific Study'
        self.format = 'The field should be represented as a string, with the first letter capitalized'
        self.examples = ['Medicine', 'Physics', 'Chemistry']

    def super_cast(self, val):
        return str(val).capitalize()

    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val in ['Medicine', 'Physics', 'Chemistry']:
            return True
        else:
            return False"
booleanflag,"class booleanflag(GeneralSemanticType):
    def __init__(self):
        self.description = ""A boolean flag""
        self.format = ""integer""
        self.examples = [0, 1, 0, 1, 0]

    def super_cast(self, val):
        return int(val)

    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val in [0, 1]:
            return True
        else:
            return False"
exportvalue,"class exportvalue(GeneralSemanticType):
    def __init__(self):
        self.description = 'The value of exports in USD'
        self.format = 'Export value should be a floating point number'
        self.examples: list = [0.0011104329129437, 0.391, 648919000.0, 6174327000.0, 70017569000.0]

    def super_cast(self, val):
        if pd.isna(val):
            return float('nan')
        val = float(val)
        if val >= 0:
            return val
        else:
            return float('nan')

    def validate(self, val):
        casted_val = self.super_cast(val)
        if isinstance(casted_val, float) and casted_val >= 0:
            return True
        else:
            return False"
gdpppp,"class gdpppp(GeneralSemanticType):
    def __init__(self):
        self.description = 'GDP per capita, PPP (constant 2011 international $)'
        self.format = 'A floating point number'
        self.examples = [11900.0, 20200.0, 48800.0, 47900.0, 44900.0]

    def super_cast(self, val):
        return float(val)

    def validate(self, val):
        casted_val = self.super_cast(val)
        if 0 <= casted_val <= float('inf'):
            return True
        else:
            return False"
braincondition,"class braincondition(GeneralSemanticType):

    def __init__(self):
        self.description = 'The condition of the brain'
        self.format = ""Condition name with capitalized first letter""
        self.examples = ['Normal Hs', 'Down Syndrome', 'LB1']
    
    def super_cast(self, val):
        return str(val).strip().capitalize()
        
    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val in self.examples:
            return True
        else:
            return False"
job,"class job(GeneralSemanticType):

    def __init__(self):
        self.description = 'Job type of a person'
        self.format = 'Job type should be represented as a float between 1.0 and 10.0'
        self.examples = [1.0, 2.0, 3.0, 4.0, 5.0]

    def super_cast(self, val):
        try:
            float_val = float(val)
            return float_val
        except ValueError:
            raise Exception('Invalid job type')

    def validate(self, val):
        casted_val = self.super_cast(val)
        if 1.0 <= casted_val <= 10.0:
            return True
        else:
            return False"
cowcode,"class cowcode(GeneralSemanticType):
    def __init__(self):
        self.description = 'The Correlates of War numerical code for a country'
        self.format = 'The cowcode should be a three digit number'
        self.examples = [700, 365, 452, 645, 817]

    def super_cast(self, val):
        try:
            return int(val)
        except ValueError:
            raise Exception(""Invalid value. Value should be a three digit number"")

    def validate(self, val):
        casted_val = self.super_cast(val)
        if isinstance(casted_val, int) and 0 <= casted_val <= 1000:
            return True
        else:
            return False"
fullname,"class fullname(GeneralSemanticType):
    def __init__(self):
        self.description = 'Full name of a person'
        self.format = 'Only the first letter of the first and last name should be capitalized'
        self.examples = ['Deng Xiaoping', ""Shcherbitsky, Vladimir Vasil'evich"", 'Ali, Aires Bolif��cio Baptista', ""Kuznetsov, Vasiliy Vasil'evich"", 'Salom��o, Tom��z']

    def super_cast(self, val):
        return str(val).title()

    def validate(self, val):
        casted_val = self.super_cast(val)
        # Check if the casted value is a string and if it contains at least two words (assumes a space between first and last names)
        if isinstance(casted_val, str) and len(casted_val.split("" "")) >= 2:
            return True
        else:
            return False"
enterobacterprevalence,"class enterobacterprevalence(GeneralSemanticType):
    def __init__(self):
        self.description = 'Enterobacter prevalence (LOG CFU/g)'
        self.format = 'Prevalence should be a floating point number'
        self.examples = [1.1, 2.2, 3.3, 4.4, 5.5]

    def super_cast(self, val):
        try:
            return round(float(val), 1)
        except ValueError:
            raise Exception(""Invalid value. Expected a floating point number."")

    def validate(self, val):
        casted_val = self.super_cast(val)
        if np.isnan(casted_val):
            return False
        elif casted_val < 0 or casted_val == float('inf'):
            return False
        else:
            return True"
animalnumber,"class animalnumber(GeneralSemanticType):

    def __init__(self):
        self.description = 'Unique identifier for an animal'
        self.format = 'A unique integer identifier'
        self.examples = [1010, 1050, 1200, 1500, 2000]

    def super_cast(self, val):
        if isinstance(val, (int, float, np.int64)):
            return int(val)
        elif isinstance(val, str) and val.isdigit():
            return int(val)
        else:
            raise ValueError(f""Value {val} can't be converted to an integer."")

    def validate(self, val):
        casted_val = self.super_cast(val)
        if isinstance(casted_val, int) and 0 <= casted_val <= float('inf'):
            return True
        else:
            raise ValueError(f""Value {val} is out of the valid range [0, infinity]."")"
feedconsumed,"
class feedconsumed(GeneralSemanticType):

    def __init__(self):
        self.description = 'Amount of feed consumed by an animal'
        self.format = 'A floating point number representing the amount of feed consumed'
        self.examples = [0.48, 5.39, 7.03, 5.06, 11.69]

    def super_cast(self, val):
        try:
            return round(float(val), 2)
        except ValueError:
            raise ValueError(f""Value {val} could not be casted to float."")

    def validate(self, val):
        casted_val = self.super_cast(val)
        if isinstance(casted_val, float) and 0 <= casted_val <= float('inf'):
            return True
        else:
            return False"
milkyield,"class milkyield(GeneralSemanticType):

    def __init__(self):
        self.description = 'Amount of milk produced by an animal'
        self.format = 'A floating point number representing the amount of milk produced'
        self.examples = [9.36, 30.06, 27.01, 24.1, 36.41]

    def super_cast(self, val):
        try:
            return round(float(val), 2)
        except Exception as e:
            return np.nan

    def validate(self, val):
        casted_val = self.super_cast(val)
        if isinstance(casted_val, float) and casted_val >= 0:
            return True
        else:
            return False"
agriculturepractice,"class agriculturepractice(GeneralSemanticType):

    def __init__(self):
        self.description = ""Agriculture Practice""
        self.format = ""In upper-case string""
        self.examples = ['CA', 'CT', 'CA', 'CT', 'CA']

    def super_cast(self, val):
        if isinstance(val, str) and val.isupper():
            return str(val)
        else:
            return str(val).upper()

    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val in ['CA', 'CT']:
            return True
        else:
            return False"
samplecode,"class samplecode(GeneralSemanticType):

    def __init__(self):
        self.description = 'Unique identifier for each sample'
        self.format = 'Sample codes are alphanumeric strings'
        self.examples = ['CAF1A', 'CAF1B', 'CAF1C', 'CAF2A', 'CAF2B']
        
    def super_cast(self, val):
        return str(val)

    def validate(self, val):
        casted_val = self.super_cast(val)
        if re.match(""^[A-Za-z0-9]*$"", casted_val):
            return True
        else:
            return False"
soilrespiration,"class soilrespiration(GeneralSemanticType):

    def __init__(self):
        self.description = 'Soil respiration at specific depths'
        self.format = 'Soil respiration should be a floating point number'
        self.examples = [0.961, 0.74, 0.5309999999999999, 0.9, 0.977]

    def super_cast(self, val):
        try:
            return float(val)
        except Exception as e:
            raise Exception('Invalid soil respiration value') from e

    def validate(self, val):
        casted_val = self.super_cast(val)
        if 0 <= casted_val <= float('inf'):
            return True
        else:
            return False"
poxc,"class poxc(GeneralSemanticType):
    def __init__(self):
        self.description = ""Peroxidase oxidizable carbon at specific depths""
        self.format = ""Floating point number""
        self.examples = [720.536, 720.754, 432.4751999999999, 569.84, 703.728]

    def super_cast(self, val):
        if isinstance(val, (float, int)):
            return float(val)
        else:
            raise Exception('Invalid POXC value')

    def validate(self, val):
        casted_val = self.super_cast(val)
        if isinstance(casted_val, float) and 0 <= casted_val <= float('inf'):
            return True
        else:
            return False"
litterindex,"class litterindex(GeneralSemanticType):
    def __init__(self):
        self.description = 'Litter Index (LI)'
        self.format = 'Litter index should be a floating point number'
        self.examples = [15.648, 18.108, 0.0, 2.6, 9.35]

    def super_cast(self, val):
        try:
            return float(val)
        except ValueError:
            raise Exception('Invalid litter index value')

    def validate(self, val):
        casted_val = self.super_cast(val)
        if 0 <= casted_val <= float('inf'):
            return True
        else:
            return False"
soilmoisture,"class soilmoisture(GeneralSemanticType):
    def __init__(self):
        self.description = 'Soil moisture at specific depths'
        self.format = 'Soil moisture should be a floating point number'
        self.examples = [20.766, 21.294, 5.769230769230783, 16.478, 19.89]

    def super_cast(self, val):
        if isinstance(val, (float, int)):
            return float(val)
        else:
            raise Exception('Invalid soil moisture value')

    def validate(self, val):
        casted_val = self.super_cast(val)
        if isinstance(casted_val, float) and 0 <= casted_val <= float('inf'):
            return True
        else:
            return False
"
soilbulkdensity,"class soilbulkdensity(GeneralSemanticType):

    def __init__(self):
        self.description = 'Soil bulk density at specific depths'
        self.format = 'Soil bulk density should be a floating point number'
        self.examples = [1.512, 1.508, 0.9886369426751592, 1.44, 1.539]

    def super_cast(self, val):
        if isinstance(val, (float, int)):
            return float(val)
        else:
            raise Exception('Invalid soil bulk density value')

    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val >= 0 and not np.isinf(casted_val):
            return True
        else:
            return False"
wateragregatesstability,"class wateragregatesstability(GeneralSemanticType):
    def __init__(self):
        self.description = 'Water aggregate stability at specific depths'
        self.format = 'Water aggregate stability should be a floating point number'
        self.examples = [3.876, 3.803, 1.1111111111111112, 1.944, 3.889]

    def super_cast(self, val):
        if isinstance(val, (float, int)):
            return float(val)
        else:
            raise Exception('Invalid water aggregate stability value')

    def validate(self, val):
        casted_val = self.super_cast(val)
        if isinstance(casted_val, float) and 0 <= casted_val <= float('inf'):
            return True
        else:
            return False"
beerkan,"class beerkan(GeneralSemanticType):
    def __init__(self):
        self.description = 'Beerkan infiltration rate'
        self.format = 'Beerkan infiltration rate should be a floating point number'
        self.examples = [356.878, 482.019, 0.1752107790381014, 71.649, 121.176]
        
    def super_cast(self, val):
        if isinstance(val, (float, int)):
            return float(val)
        else:
            raise Exception('Invalid Beerkan infiltration rate value')
        
    def validate(self, val):
        casted_val = self.super_cast(val)
        if isinstance(casted_val, float) and 0 <= casted_val <= float('inf'):
            return True
        else:
            return False"
booleanvalue,"class booleanvalue(GeneralSemanticType):
    def __init__(self):
        self.description = ""A boolean value""
        self.format = ""Boolean format""
        self.examples = [True, False, True, False, True]

    def super_cast(self, val):
        if isinstance(val, str):
            return val.capitalize() == 'Yes'
        else:
            return bool(val)

    def validate(self, val):
        casted_val = self.super_cast(val)
        return isinstance(casted_val, bool) and (casted_val == True or casted_val == False)"
integercount,"
class integercount(GeneralSemanticType):
    def __init__(self):
        self.description = 'Countable entities'
        self.format = 'Count should be an integer'
        self.examples: list = [0, 1, 2, 3, 4]

    def super_cast(self, val):
        return int(val)

    def validate(self, val):
        casted_val = self.super_cast(val)
        if isinstance(casted_val, int) and casted_val >= 0:
            return True
        else:
            return False"
eggtype,"class eggtype(GeneralSemanticType):
    def __init__(self):
        self.description = 'Type of egg'
        self.format = 'String representation of egg types'
        self.examples = ['CC', 'Coniesta', 'MEM']

    def super_cast(self, val):
        # Expecting the output from cast() to be a string representation of the egg type
        return str(val).strip()

    def validate(self, val):
        casted_val = self.super_cast(val)
        # Check if the casted value is within the expected egg types
        return casted_val in ['CC', 'Coniesta', 'MEM']"
eggcode,"class eggcode(GeneralSemanticType):

    def __init__(self):
        self.description = 'Code assigned to the egg type'
        self.format = 'Egg codes should be integers from 1 to 3'
        self.examples = [1, 2, 3]

    def super_cast(self, val):
        try:
            return int(val)
        except ValueError:
            raise Exception(f""Invalid value: {val}. Value should be an integer"")

    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val in self.examples:
            return True
        else:
            raise Exception(f""Invalid value: {casted_val}. Value should be in the range 1-3"")"
emergencerate,"class emergencerate(GeneralSemanticType):

    def __init__(self):
        self.description = 'Emergence rate in percent'
        self.format = 'Floating point number from 0 to 100'
        self.examples = [0, 25.0, 50.0, 75.0, 100.0]

    def super_cast(self, val):
        try:
            float_val = float(val)
            if 0 <= float_val <= 100:
                return round(float_val, 6)
            else:
                raise ValueError(f'Value {val} is not within the acceptable range of 0 to 100.')
        except ValueError as ve:
            raise ValueError(f'Could not convert {val} to float. Original error: {ve}')

    def validate(self, val):
        casted_val = self.super_cast(val)
        if isinstance(casted_val, float) and 0 <= casted_val <= 100:
            return True
        else:
            raise ValueError(f'Value {val} is not valid for Emergence Rate.')"
numberoftrichogramma,"class numberoftrichogramma(GeneralSemanticType):
    def __init__(self):
        self.description = 'Number of Trichogramma'
        self.format = 'Trichogramma numbers should be floating point numbers'
        self.examples = [0, 20.0, 40.0, 60.0, 80.0]

    def super_cast(self, val):
        return round(float(val), 6)

    def validate(self, val):
        casted_val = self.super_cast(val)
        if isinstance(casted_val, float) and 0 <= casted_val <= float('inf'):
            return True
        else:
            return False"
marketidentifier,"
class marketidentifier(GeneralSemanticType):
    def __init__(self):
        self.description = 'ID of a market'
        self.format = ""Format is 'Mx'""
        self.examples = ['M1', 'M2', 'M3', 'M4', 'M5']

    def super_cast(self, val):
        if isinstance(val, str) and re.match('^M\\d+$', val):
            return val
        else:
            raise ValueError('Invalid Market ID')

    def validate(self, val):
        casted_val = self.super_cast(val)
        if isinstance(casted_val, str) and re.match('^M\\d+$', casted_val):
            return True
        else:
            return False"
locationtype,"class locationtype(GeneralSemanticType):

    def __init__(self):
        self.description = 'Type of location where the network is measured'
        self.format = 'Location type should be a string and is case-insensitive'
        self.examples = ['Out.', 'Ins.', 'Out.', 'Ins.', 'Out.']

    def super_cast(self, val):
        casted_val = str(val).title()
        if casted_val in ['Out.', 'Ins.']:
            return casted_val
        elif casted_val == 'Continent':
            return 'Out.'
        elif casted_val in ['Island', 'Island/Continent']:
            return 'Ins.'
        else:
            raise ValueError('Invalid Location Type')

    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val in ['Out.', 'Ins.']:
            return True
        else:
            return False"
vendoridentifier,"class vendoridentifier(GeneralSemanticType):
    def __init__(self):
        self.description = 'ID of a vendor'
        self.format = 'Vendor IDs are integers'
        self.examples = [1, 5, 10, 15, 20]

    def super_cast(self, val):
        try:
            return int(val)
        except ValueError:
            raise Exception(""Invalid input. Input must be convertible to integer."")

    def validate(self, val):
        casted_val = self.super_cast(val)
        if isinstance(casted_val, int) and casted_val >= 1:
            return True
        else:
            return False"
sampledescription,"class sampledescription(GeneralSemanticType):

    def __init__(self):
        self.description = 'Description of a sample'
        self.format = 'Format is a string'
        self.examples = ['Floor', 'Basket', 'Mat', 'Wall', 'Scale']

    def super_cast(self, val):
        return str(val)

    def validate(self, val):
        casted_val = self.super_cast(val)
        if isinstance(casted_val, str):
            return True
        else:
            return False"
surfacetype,"class surfacetype(GeneralSemanticType):
    def __init__(self):
        self.description = 'Type of surface'
        self.format = ""Format is either 'FCS' or 'NFCS'""
        self.examples = ['FCS', 'NFCS', 'FCS', 'NFCS', 'FCS']

    def super_cast(self, val):
        if val == 'FCS' or val == 'NFCS':
            return val
        else:
            raise ValueError('Invalid Surface Type')

    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val in ['FCS', 'NFCS']:
            return True
        else:
            return False"
seasontype,"class seasontype(GeneralSemanticType):

    def __init__(self):
        self.description = 'Type of season'
        self.format = ""Format is either 'Dry' or 'Rainy'""
        self.examples = ['Dry', 'Rainy', 'Dry', 'Rainy', 'Dry']

    def super_cast(self, val):
        if val == 'Dry' or val == 'Rainy':
            return val
        else:
            return 'Invalid Season Type'

    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val in ['Dry', 'Rainy']:
            return True
        else:
            return False"
genotype,"class genotype(GeneralSemanticType):
    def __init__(self):
        self.description = 'Genotype of an organism'
        self.format = 'Genotype should be an integer'
        self.examples = [143934, 143936, 142490, 142492, 142496]

    def super_cast(self, val):
        try:
            return int(val)
        except ValueError:
            raise Exception(""Invalid input, expected an integer."")

    def validate(self, val):
        casted_val = self.super_cast(val)
        if isinstance(casted_val, int) and 142462 <= casted_val <= 143936:
            return True
        else:
            return False"
